carrefour-es;la despensa yogures y postres yogur natural y sabores;Yogur de limón, galleta, fresa y macedonia Danone sin gluten pack de 8 unidades de 125 g.;1.99;2.07;kg
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Cacahuete suizo cubierto de chocolate Lacasa 500 g.;3.15;7.0;g
dia-es;congelados y helados pescado y marisco calamar y otros cefalopodos;Sepia limpia (peso aprox. 600 gr);5.97;9.95;g
carrefour-es;limpieza y hogar calzado plantillas de calzado;Plantillas de piel Carrefour 1 par.;3.25;3.25;ud
carrefour-es;limpieza y hogar menaje ordenacion;Set 8 Perchas Infantiles de Plástico Protenrop - Colores Surtidos;1.99;0.25;ud
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Néctar de mango ecológico Delizum botella 1 l.;2.25;2.25;l
carrefour-es;la despensa conservas sopas y precocinados pizzas;Pizza de atún Ristorante Dr. Oetker 355 g.;3.45;9.72;kg
mercadona-es;arroz legumbres y pasta arroz;Arroz Jazmín aromático Hacendado;1.9;1.9;kg
dia-es;charcuteria y quesos salchichas salchichas;DIA salchichas viena con queso envase 3 x 200 gr;1.69;2.82;g
mercadona-es;bodega vino blanco;Vino fino Corredera D.O Montilla-Moriles;2.25;3.0;l
dia-es;drogueria y limpieza limpiadores para el hogar limpiador especifico;CARELI limpiador de cafeteras caja 2 sobres;3.65;18.25;ml
carrefour-es;limpieza y hogar cuidado de la ropa detergentes;Detergente liquido ultra oxi effect Ariel 40 lavados.;13.75;0.34;ud
dia-es;perfumeria e higiene desodorante spray;NIVEA desodorante invisible fresh spray 200 ml;2.89;14.45;ml
mercadona-es;postres y yogures yogures liquidos;Yogur líquido de fresa Hacendado;2.0;1.45;kg
mercadona-es;azucar caramelos y chocolate mermelada y miel;Confitura de melocotón Hacendado;1.0;2.78;kg
mercadona-es;cacao cafe e infusiones te e infusiones;Infusión Manzana y Canela Hacendado;1.3;3.61;g
mercadona-es;marisco y pescado pescado fresco;Dorada abierta a la espalda con espinas y con cabeza;3.96;6.95;kg
dia-es;desayuno dulces y pan chocolates y bombones tabletas;DIA chocolate negro para postres tableta 200 gr;1.09;5.45;g
dia-es;bebidas refrescos sabores;DIA bebida de zumo de manzana botella 1.5 lt;0.79;0.53;l
carrefour-es;perfumeria e higiene cuidado y proteccion corporal piel;Crema facial anti-arrugas de noche Lift + Super Rellenador Diadermine 50 ml.;10.3;20.6;ml
carrefour-es;la despensa alimentacion aceites y vinagres;Vinagre de manzana Ybarra 500 ml.;2.1;4.2;l
carrefour-es;el mercado panaderia bolleria y pasteleria pan de molde tostado y picos;Colines integrales Carrefour 250 g.;0.44;1.76;kg
carrefour-es;bebe alimentacion infantil complementos alimenticios e infusiones para bebe;Infusión instantánea para aliviar gases Almirón Digest 200 g.;6.9;34.5;kg
dia-es;alimentacion pastas espaguetis y tallarines;DIA DELICIOUS pasta tagliatelle al huevo paquete 500 gr;1.15;2.3;g
carrefour-es;el mercado quesos todos los quesos;Queso mozzarella Italiana Carrefour 125 g.;0.78;6.24;kg
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Turrón de Jijona Carrefour sin gluten 250 g.;2.0;8.0;kg
dia-es;alimentacion conservas pescado anchoas;DIA DELICIOUS filetes de anchoa en aceite de oliva lata 55 gr;3.69;67.09;g
carrefour-es;limpieza y hogar utensilios de limpieza fregonas;Fregona Multiusos 100% Microfibras VILEDA  - Rosa;4.0;4.0;ud
dia-es;bebidas vinos blancos valencia;SEÑORIO DE ONDAS Vino blanco semidulce DO Rioja 75 cl;2.35;3.13;cl
dia-es;lacteos y huevos leche en polvo y deshidratada;PASCUAL leche desnatada calcio envase 1 lt;1.39;1.39;l
carrefour-es;la despensa dulce y desayuno infusiones y tes;Té Indian Chai en bolsitas Pompadour 20 ud.;2.2;55.0;kg
mercadona-es;marisco y pescado pescado congelado;Chipirón puntilla Hacendado congelado;3.75;8.33;kg
carrefour-es;el mercado panaderia bolleria y pasteleria magdalenas dulces y bollos;Bizcochos con naranja con una fina capa de chocolate Carrefour 300 g.;0.99;3.3;kg
dia-es;bebidas alcoholes y licores ron;VELERO ron blanco botella 70 cl;4.79;6.84;cl
mercadona-es;carne aves y pollo;Medallones pechuga de pollo marinado;4.0;6.15;kg
dia-es;perfumeria e higiene cuidado facial contorno de ojos;BABARIA contorno de ojos aloe 15 ml;6.95;463.33;ml
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Zumo de zanahoria y aloe ecológico Delizum botella 1 l.;2.65;2.65;l
carrefour-es;bebidas vinos blanco;Vino blanco Libalis by Maetierra I.G.P. Valles de Sadacia 75 cl.;5.95;5.95;ud
mercadona-es;cuidado facial y corporal perfume y colonia;Eau de toilette mujer Ikiru;8.0;8.0;ml
dia-es;desayuno dulces y pan bolleria tartas y bizcochos;Bizcocho de azúcar 470 gr;2.29;4.87;g
mercadona-es;cuidado facial y corporal perfume y colonia;Lote hombre Misty Wood Esencia vital;4.8;4.8;ud
carrefour-es;el mercado verduras y hortalizas hortalizas;Calabaza cortada  500 g ;1.55;3.1;kg
mercadona-es;zumos naranja;Zumo pura naranja Hacendado;1.0;1.0;l
mercadona-es;cuidado del cabello coloracion cabello;Coloración permanente sin amoníaco Garnier 4.0 castaño;6.35;6.35;ud
carrefour-es;perfumeria e higiene cuidado y proteccion corporal limpieza facial;Toallitas Desmaquilladoras Suaves Piel seca/sensible Nivea 40 ud.;2.3;0.06;ud
carrefour-es;limpieza y hogar ambientadores absorbeolores;Ambientador absorbe olores para el frigorífico Croc Odor 1 ud.;2.4;2.4;ud
carrefour-es;limpieza y hogar papeleria boligrafos y correctores;Bolígrafo Tinta Borrable Frixion Ball Rojo;2.19;2.19;ud
carrefour-es;la despensa alimentacion legumbres;Alubia pinta El Peregrino 1 kg.;3.2;3.2;kg
carrefour-es;perfumeria e higiene higiene intima incontinencia;Compresas incontinencia maxi Carrefour 16 ud.;2.99;0.19;ud
carrefour-es;parafarmacia cuidado e higiene facial cremas faciales;Contorno de ojos Toleriane Ultra La Roche-Posay 20 ml.;18.0;18.0;ud
dia-es;alimentacion conservas dulces y mermeladas compotas;LA VIEJA FABRICA mermelada de melocoton frasco 350 gr;2.09;5.97;g
carrefour-es;la despensa aperitivos tortitas;Tortitas de maíz multicereales Carrefour sin gluten 130 g.;1.06;8.15;kg
dia-es;bebe panales de noche y aprendizaje;DRYNITES braguitas para niñas absorbentes de 8 a 15 años paquete 9 uds;9.99;1.11;ud
carrefour-es;perfumeria e higiene bano e higiene corporal esponjas manoplas y cepillos de bano;Manopla rizo Carrefour 2 ud.;1.1;0.55;ud
mercadona-es;bodega cerveza;Cerveza Pils Krombacher;12.0;2.4;l
dia-es;desayuno dulces y pan pan pan rallado;DR. SCHAR pan rallado SIN GLUTEN 300 gr;2.6;8.67;g
carrefour-es;la despensa dulce y desayuno galletas;Galletas con pepitas de chocolate Chips Ahoy 400 g.;3.47;8.67;kg
carrefour-es;la despensa conservas sopas y precocinados croquetas y rebozados;San Jacobos 360 g.;0.93;2.58;kg
carrefour-es;limpieza y hogar productos para bano wc;Discos wc activos inodoros aroma lima recambio Pato 2 ud.;4.49;2.24;ud
mercadona-es;carne hamburguesas y picadas;Burger de pavo y pollo;3.52;6.52;kg
carrefour-es;bebe perfumeria e higiene champu;Champú limpia y protege el cuero cabelludo con extracto natural de camomila y aloe vera Baby Natura 600 ml.;2.39;0.4;ml
carrefour-es;el mercado quesos todos los quesos;Queso rulo de cabra Carrefour 180 g;2.0;11.11;kg
carrefour-es;la despensa conservas sopas y precocinados caldos sopas y pure;Cado de carne 100% natural Knorr 6 pastillas;1.54;23.33;kg
carrefour-es;el mercado charcuteria foie pates y sobrasadas;Paté de olivada Carrefour sin gluten y sin lactosa 120 g.;1.35;11.25;kg
carrefour-es;parafarmacia cuidado corporal cuidado intimo;Gel higiene íntima protección Lactacyd 250 ml.;9.4;3.76;ml
carrefour-es;limpieza y hogar productos para toda la casa insecticidas;Insecticida Hogar y Plantas Carrefour 750 ml.;1.85;2.47;l
carrefour-es;la despensa conservas sopas y precocinados conservas de pescado y marisco;Zamburiñas es salsa de vieira Javimar 70 g.;3.05;43.57;kg
dia-es;perfumeria e higiene desodorante spray;SANEX desodorante dermo extra control spray 200 ml;3.09;15.45;ml
carrefour-es;perfumeria e higiene higiene intima toallitas y geles intimos;Gel íntimo con aloe Carefree 200 ml.;2.85;1.42;ml
carrefour-es;el mercado quesos todos los quesos;Queso gouda holland en lonchas Carrefour 200 g.;1.13;5.65;kg
dia-es;perfumeria e higiene cuidado manos jabon de manos liquido;MOUSSEL jabón líquido de manos higienizante dosificador 300 ml;1.99;6.63;ml
carrefour-es;limpieza y hogar bazar herramientas;Pintura plástica mate gris claro monocapa acrílico ecolabel Carrefour 750 ml.;7.9;10.53;l
carrefour-es;la despensa dulce y desayuno infusiones y tes;Té English Breakfast en bolsitas Twinings 25 ud.;3.19;63.8;kg
carrefour-es;la despensa conservas sopas y precocinados platos tradicionales;Fabada asturiana Carrefour 440 g.;1.04;2.36;kg
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Zumo de naranja Don Simón exprimido con pulpa brik 1 l.;1.63;1.63;l
carrefour-es;perfumeria e higiene cosmetica rostro;Cuidado de noche anti-arrugas + firmeza Nivea Q10 Power 50 ml.;8.2;16.4;ml
carrefour-es;limpieza y hogar bazar automovil;Batería de Coche Varta Blue Dinamic F17 80Ah;160.0;160.0;ud
carrefour-es;bebidas refrescos isotonicas;Aquarius sabor naranja botella 1,5 l.;1.55;1.03;l
carrefour-es;el mercado charcuteria chorizo lomo y otros;Cecina de León moldeada La Encina 250 g aprox;5.02;33.45;kg
dia-es;alimentacion caldos sopas y pures sopas en sobre;DIA sopa jardinera sobre 85 grs;0.45;6.0;g
carrefour-es;bebidas vinos tinto;Coto Tinto 2016;5.5;5.5;ud
mercadona-es;bodega licores;Whisky escocés Brodick's;6.0;8.57;L
mercadona-es;congelados marisco;Mejillón de Chile cocido media concha Hacendado ultracongelado;2.85;7.92;kg
carrefour-es;la despensa alimentacion harinas y levaduras;Levadura Royal pack de 6 sobres de 16 g.;2.35;24.48;kg
carrefour-es;la despensa alimentacion aceites y vinagres;Vinagre de manzana Carrefour 1 l.;0.68;0.68;l
dia-es;lacteos y huevos leche leches especiales;DIA VITAL bebida de almendras envase 1 lt;1.45;1.45;ml
mercadona-es;cuidado facial y corporal manicura y pedicura;Laca de uñas alto brillo Deliplus 31 negro místico;2.5;22.73;ml
carrefour-es;parafarmacia bebe papillas y galletas;Papilla infantil desde 4 meses de arroz sin azúcar añadido Nestlé Nestum sin gluten y sin aceite de palma 250 g.;2.95;11.8;kg
mercadona-es;mascotas perro;Comida perro adulto Compy con pollo, cordero, verduras y arroz;6.5;1.63;kg
mercadona-es;cacao cafe e infusiones cafe soluble y otras bebidas;Crema de leche para café Campina;0.75;3.75;l
mercadona-es;cuidado facial y corporal depilacion;Bálsamo para depués de la depilación Deliplus;2.75;1.38;ml
carrefour-es;perfumeria e higiene depilacion y afeitado afeitado;Bálsamo suave para barba con manteca de cacao King C Gillette 100 ml.;10.45;10.45;ml
dia-es;frescos carne y aves adobados;Alitas de pollo adobadas sabor asado bandeja 450 gr;2.19;4.87;g
carrefour-es;limpieza y hogar cuidado de la ropa suavizantes;Suavizante concentrado orquídea y vainilla Carrefour 80 lavados.;1.75;0.02;ud
mercadona-es;aceite especias y salsas mayonesa ketchup y mostaza;Allioli Chovi;0.99;5.21;g
mercadona-es;bodega licores;Whiskey bourbon Black County;9.15;13.07;l
dia-es;alimentacion patatas fritas aperitivos y frutos secos aperitivos;MATUTANO fritos sabor barbacoa bolsa 49 gr;0.4;8.16;g
dia-es;lacteos y huevos horchatas horchatas;DANONE ACTIVIA bífidus natural edulcorado 0% M.G pack 4 unidades 120 gr;2.09;4.35;g
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Barritas de galleta crujiente cubiertas de chocolate con leche Nestlé Kit Kat 3 ud.;1.7;13.71;kg
carrefour-es;perfumeria e higiene bano e higiene corporal colonias;Agua de colonia Colors Rose Benetton 50 ml.;11.45;22.9;ml
carrefour-es;limpieza y hogar papeleria cartuchos de tinta;Cartucho de Tinta Kodak HP22 - Tricolor;16.99;16.99;ud
dia-es;charcuteria y quesos charcuteria y quesos al corte charcuteria cocida al corte;FRIAL pechuga de pavo natural en lonchas;13.89;13.89;g
dia-es;perfumeria e higiene cuidado del cabello tintes y coloracion;COLORSILK tinte Castaño Rojizo Claro Nº 55 caja 1 ud;3.25;3.25;ud
mercadona-es;marisco y pescado pescado congelado;Filetes de merluza al huevo Hacendado ultracongelados;3.95;6.58;kg
dia-es;perfumeria e higiene cuidado del cabello accesorios cabello;YATP cepillo desenredante 1 ud;7.05;7.05;ud
mercadona-es;cuidado facial y corporal perfume y colonia;Agua de colonia Heno de Pravia Original;2.85;0.32;ml
mercadona-es;maquillaje bases de maquillaje y corrector;Maquillaje mat mousse Maybelline 50 sun bronze;6.95;38.61;ml
carrefour-es;la despensa conservas sopas y precocinados conservas de pescado y marisco;Tacos de potón en salsa americana Carrefour sin gluten y sin lactosa pack de 3 unidades de 51 g.;1.45;6.2;kg
carrefour-es;el mercado charcuteria mortadela y chopped;Mortadela Di Bologna IGP Ferrarini España 100 g;2.3;23.0;kg
mercadona-es;carne cerdo;Solomillo de cerdo marinado con romero;6.09;8.7;kg
mercadona-es;carne hamburguesas y picadas;Preparado de carne picada vacuno;3.2;6.4;kg
carrefour-es;el mercado charcuteria jamon serrano e iberico pieza;Jamón cebo ibérico 50% raza ibérica Leyenda Ibérica pieza 7,5 Kg aprox;139.0;17.38;kg
mercadona-es;huevos leche y mantequilla leche y bebidas vegetales;Bebida láctea desnatada omega 3 Puleva;1.29;1.29;l
carrefour-es;el mercado verduras y hortalizas verduras y hortalizas congeladas;Perejil troceado Findus 50 g.;1.72;34.4;kg
dia-es;alimentacion pizza bases y masas bases y masas refrigeradas;BUITONI masa para empanada paquete 280 gr;2.99;10.68;g
dia-es;especial navidad dulces navidad surtidos navidenos;DIA DULCE NOEL turrón cacao almendra/crujiente surtido 20 gr;0.26;12.9;g
carrefour-es;la despensa yogures y postres vegetal;Preparado de soja natural con avena Alpro sin lactosa 500 g.;1.99;3.98;kg
dia-es;drogueria y limpieza cuidado ropa  detergente maquina liquido;DIA detergente máquina líquido al jabón de marsella botella 54 lv;4.39;0.08;ud
carrefour-es;parafarmacia bebe anti irritacion;Pasta al agua Eryplast 75 g.;8.05;10.73;g
carrefour-es;limpieza y hogar ambientadores decorativos;Ambientador varillas moras y frambuesas Cristalinas 90 ml.;10.25;10.25;ud
carrefour-es;bebidas vinos blanco;Marques De Riscal Verdejo Blanco 2019;7.4;7.4;ud
dia-es;drogueria y limpieza ambientadores antihumedad;DIA antihumedad aroma cítrico recambio 1 ud;2.11;2.11;ud
carrefour-es;la despensa alimentacion salsas y tomate frito;Mayonesa Ajonesa Chovi envase 400 ml.;1.59;3.98;l
carrefour-es;bebidas alcoholes todos los alcoholes;Whisky White Label escocés 12 años 70 cl.;23.85;34.07;l
carrefour-es;el mercado frutas manzanas y peras;Manzana roja ecológica bandeja 4 ud 600 g;1.65;0.41;ud
carrefour-es;la despensa aperitivos aceitunas y encurtidos;Pepinillos Aperitivo 250 g;1.5;6.52;kg
carrefour-es;la despensa dulce y desayuno chocolates turrones y bombones;Trufas de chocolate Carrefour 250 g.;1.3;5.2;kg
dia-es;bebidas cervezas especialidades;DIA cerveza alemana lata 50 cl;0.45;0.9;cl
carrefour-es;la despensa alimentacion salsas y tomate frito;Tomate frito con aceite de oliva virgen extra Orlando pack de 3 briks de 350 g.;2.3;4.51;cl
mercadona-es;cacao cafe e infusiones cacao soluble y chocolate a la taza;Cacao en polvo a la taza Hacendado;1.25;3.13;kg
carrefour-es;el mercado quesos rallados;Queso rallado gouda Miraflores sin lactosa 150 g.;2.09;13.93;kg
carrefour-es;la despensa dulce y desayuno azucar y edulcorantes;Azúcar glacé Carrefour 300 g.;1.27;4.23;kg
carrefour-es;perfumeria e higiene cabello cuidado y tratamientos del cabello;Mascarilla capilar para todo tipo de cabello Carrefour 500 ml.;2.4;0.48;ml
carrefour-es;el mercado panaderia bolleria y pasteleria magdalenas dulces y bollos;Bollo con pepitas de chocolate con leche Weikis La Bella Easo 6 ud.;1.99;7.96;kg
carrefour-es;bebidas cerveza todas las cervezas;Cerveza Mahou 5 Estrellas especial pack de 12 botellas de 25 cl.;5.8;1.93;l
carrefour-es;el mercado quesos todos los quesos;Queso rallado 3 quesos especial pizza El Caserío 150 g.;2.25;15.0;kg
dia-es;alimentacion conservas vegetales esparrago;DIA VEGECAMPO espárragos blancos muy gruesos 6/9 piezas frasco 320 gr;2.79;8.72;g
carrefour-es;limpieza y hogar productos para bano desatascadores y limpia tuberias;Desatascador con lejía en gel WC Net 1 l.;4.85;4.85;l
mercadona-es;limpieza y hogar limpieza bano y wc;Recambio limpiador WC discos de gel activos lime zest Pato;2.75;7.64;ml
carrefour-es;bebidas alcoholes ginebra;Ginebra Bulldog 70 cl.;22.2;31.71;l
carrefour-es;limpieza y hogar papeleria pequeno accesorio;Cinta Adhesivas Transparentes Scotch® 508 19mmx33m (Pack 8 Rollos);5.1;5.1;ud
carrefour-es;parafarmacia cuidado corporal protectores solares;Spray Transparente SPF50 Eucerin 200 ml.;20.45;10.22;ml
mercadona-es;limpieza y hogar insecticida y ambientador;Ambientador automático Glade by Brise relax zen;2.69;14.94;ml
mercadona-es;cuidado facial y corporal perfume y colonia;Mini eau de parfum mujer Flor de Mayo Flower boom;1.5;7.5;ml
dia-es;bebidas zumos y nectares zumo;JUVER zumo de manzana 100% free envase 1 lt;1.79;1.79;ml
carrefour-es;el mercado panaderia bolleria y pasteleria masa fresca y bases;Masa para empanadillas y postres Buitoni 280 g.;1.48;5.29;kg
carrefour-es;parafarmacia cuidado e higiene facial exfoliantes y mascarillas;Máscara facial revitalizante Sesderma 1 ud.;6.95;6.95;ud
carrefour-es;la despensa alimentacion salsas y tomate frito;Sofrito de tomate con verduras Gallina Blanca tarro 350 g.;1.73;4.94;kg
carrefour-es;limpieza y hogar papeleria marcadores;Marcadores permanente colores surtidos 6 uds;2.9;0.48;ud
carrefour-es;bebidas refrescos sabores con gas;La Casera de limón cero azucares pack de 2 botellas de 1,5 l.;1.55;0.52;l
mercadona-es;panaderia y pasteleria bolleria envasada;Magdalenas integrales 0% azúcares añadidos Hacendado;1.45;5.18;kg
mercadona-es;aperitivos frutos secos y fruta desecada;Cocktail rumba Hacendado;1.99;3.98;kg
carrefour-es;bebidas refrescos sabores sin gas;Aquarius sabor limón botella 1,5 l.;1.72;1.15;l
carrefour-es;bebidas vinos blanco;Vino blanco sin alcohol Natureo 75 cl.;7.9;10.53;l
dia-es;drogueria y limpieza limpiadores para el hogar limpia cristales;CRISTASOL limpiacristales cristalino pistola 750 ml;2.39;3.19;ml
carrefour-es;perfumeria e higiene bano e higiene corporal desodorantes;Desodorante roll-on invisible For Black & White Clear roll-on Nivea 50 ml.;1.85;3.7;ml
carrefour-es;la despensa aperitivos tortitas;Tortitas de arroz integrales con chocolate Carrefour 130 g.;1.5;11.54;kg
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Jugo de aloe vera ecológico Saloe Naturae con pulpa botella 1 l.;5.6;5.6;l
dia-es;frescos pescado y marisco pescado fresco azul;CLAROS boquerones en vinagre envase 110g;3.29;29.91;g
dia-es;perfumeria e higiene colonias femeninas;CARAVAN colonia Nº 26 seductora amaderada spray 100 ml;6.95;69.5;ml
mercadona-es;fitoterapia y parafarmacia fitoterapia;Cápsulas huesos y articulaciones Deliplus;3.95;16.46;g
carrefour-es;la despensa lacteos batidos y horchatas;Horchata de chufa Carrefour botella 1 l.;1.39;1.39;l
carrefour-es;mascotas perros pienso para perros;Pienso para perro adulto bon menú Receta Mediterránea 4 Kg.;6.0;1.5;kg
carrefour-es;el mercado pescaderia congelados en pescaderia;Lomos salmón congelados Carrefour 480 g.;5.95;12.4;kg
mercadona-es;fruta y verdura verdura;Salteado de setas laminadas;1.72;6.89;kg
carrefour-es;perfumeria e higiene boca y sonrisa enjuagues bucales;Enjuague bucal blanqueador Carrefour 500 ml.;1.34;0.27;ml
dia-es;congelados y helados helados tarrinas;CARTE D' OR helado de vainilla barqueta 431 gr;3.09;7.17;g
mercadona-es;azucar caramelos y chocolate golosinas;Golosinas Fruit Mix Hacendado;1.0;4.0;kg
carrefour-es;el mercado pescaderia preparados y elaborados de pescado y marisco;Salpicón de marisco congelado 500 g;5.99;11.98;kg
carrefour-es;limpieza y hogar cuidado de la ropa suavizantes;Perfume para la ropa romance Flor ElixirDeluxe 300 ml.;6.2;20.67;l
carrefour-es;bebe perfumeria e higiene colonia;Colonia para bebé siempre fresca fragancia citrica y floral Nenuco 600 ml.;3.3;0.55;ml
carrefour-es;bebidas aguas y zumos zumos no refrigerados;Zumo de naranja Don Simón exprimido pack de 3 briks de 20 cl.;1.09;1.82;l
dia-es;frescos carne y aves cerdo;Arreglo para puchero (peso aprox. 1.2 Kg);4.79;3.99;g
mercadona-es;cuidado facial y corporal manicura y pedicura;Laca de uñas alto brillo Deliplus 22 granate sublime;2.5;22.73;ml
carrefour-es;la despensa conservas sopas y precocinados pizzas;Pizza rústica de jamón y champiñón Dr. Oetker 575 g.;4.65;8.02;kg
carrefour-es;la despensa dulce y desayuno galletas;Galletas rellenas de crema de limón Festival 403 g.;2.4;5.96;kg
carrefour-es;perfumeria e higiene cosmetica labios;Barra de labios Lasting Finish nº 101 Kate Rimmel 1 ud.;7.1;7.1;ud
carrefour-es;bebidas alcoholes todos los alcoholes;Vermut Yzaguirre rojo 1 l.;6.9;6.9;l
mercadona-es;cuidado facial y corporal perfume y colonia;Lote infantil Tokidoki;5.5;5.5;ud
mercadona-es;cuidado facial y corporal gel y jabon de manos;Gel de baño tiernos recuerdos Deliplus piel normal;1.25;0.17;ml
mercadona-es;charcuteria y quesos queso lonchas rallado y en porciones;Queso semicurado Entrepinares lonchas;2.03;9.65;kg
carrefour-es;la despensa dulce y desayuno dulces y golosinas;Caramelos de goma Yo Jells Fini sin gluten 180 g.;1.38;7.67;kg
carrefour-es;limpieza y hogar papeleria pequeno accesorio;Pritt Stick 43gr - Promoción Micro Rolli;4.65;4.65;ud
carrefour-es;perfumeria e higiene bano e higiene corporal bio en bano e higiene corporal;Desodorante roll-on dermo ecológico Byly 50 ml.;2.3;4.6;ml
mercadona-es;conservas caldos y cremas atun y otras conservas de pescado;Bonito del norte en escabeche Hacendado;11.0;14.67;kg
carrefour-es;el mercado frutas naranjas y otros citricos;Naranja Calidad y Origen a granel 1 Kg aprox;1.29;1.29;kg
carrefour-es;la despensa lacteos mantequillas y margarinas;Margarina vegetal ligera Flora 250 g.;1.5;6.0;kg
carrefour-es;el mercado quesos fundidos;Cubitos de queso La Vaca que ríe 125 g.;2.3;18.4;g
carrefour-es;el mercado panaderia bolleria y pasteleria pan de molde tostado y picos;Pan de molde con corteza Carrefour 460 g.;0.59;1.28;kg
carrefour-es;el mercado charcuteria bacon y panceta;Tiras de bacon ahumado natural Monells 200 g.;2.1;10.5;kg
carrefour-es;el mercado verduras y hortalizas hortalizas;Calabaza ecológica a granel Carrefour Bio 1 kg aprox;1.69;1.69;kg
mercadona-es;aperitivos aceitunas y encurtidos;Aceitunas manzanilla rellenas de anchoa Hacendado;2.15;7.17;kg
carrefour-es;limpieza y hogar productos para cocina lavavajillas a maquina;Lavavajillas máquina original Todo en 1 en cápsulas Fairy 84 ud.;18.95;34.60;ud
dia-es;frescos pescado y marisco pescado fresco blanco;DIA SELECCIÓN MUNDIAL salmón ahumado noruego sobre 200 gr;5.49;27.45;g
mercadona-es;zumos tomate y otros sabores;Zumo de manzana Hacendado;0.59;0.59;l
carrefour-es;el mercado quesos tierno;Queso mezcla tierno Carrefour 375 g aprox;2.44;6.5;kg
dia-es;desayuno dulces y pan chocolates y bombones chocolatinas;KINDER barrita chocolate 4 uds caja 50 gr;1.29;25.8;g
mercadona-es;cacao cafe e infusiones te e infusiones;Infusión Menta Poleo Hacendado;0.45;1.5;g
carrefour-es;la despensa dulce y desayuno cereales y barritas;Cereales con chocolate Celies sin gluten 375 g.;3.4;9.07;kg
mercadona-es;charcuteria y quesos bacon y salchichas;Salchichas cocidas de pollo Hacendado;1.45;2.9;kg
mercadona-es;cuidado facial y corporal higiene intima;Compresa sin alas maxi super Evax;1.95;0.12;ud
dia-es;desayuno dulces y pan azucar y edulcorantes azucar;AZUCARERA azúcar blanco en azucaritos caja 300 gr;1.15;3.83;g
dia-es;desayuno dulces y pan caramelos y chicles chicles;TRIDENT chicle 60 minutos sabor peppermint bote 80 gr;2.99;41.53;g
carrefour-es;el mercado la cocina de carrefour platos de carne y pescado;Albóndigas con tomate 1 kg aprox;14.0;14.0;kg
carrefour-es;la despensa aperitivos snacks;Aperitivo de patata sabor ketchup Apetinas Tosfrit sin gluten 35 g.;0.6;17.14;kg
carrefour-es;la despensa alimentacion legumbres;Alubia pinta El Peregrino 1 kg.;3.2;3.2;kg
carrefour-es;bebe panales y toallitas panales carrefour baby;Pañales Carrefour Baby Ultra Dry Talla 4 (8-16 kg) 45 ud.;6.86;0.15;ud
carrefour-es;bebidas vinos todos los vinos;Estuche de Vino Tinto D.O. Rioja Crianza Viña Pomal pack de 2 botellas de 75 cl.;14.05;14.05;ud
carrefour-es;limpieza y hogar productos para toda la casa suelos;Impregnador mopas spray Carrefour 750 ml.;2.8;3.73;l
carrefour-es;limpieza y hogar ambientadores decorativos;Ambientador de Mecha Cítricos Carrefour 375 ml.;1.2;3.2;l
mercadona-es;panaderia y pasteleria pan tostado y rallado;Panecillo tostado classic Hacendado;0.78;2.6;kg
carrefour-es;perfumeria e higiene cabello cuidado y tratamientos del cabello;Keratina en espuma fuerza y brillo SYOSS 250 ml.;3.75;1.5;ml
dia-es;perfumeria e higiene higiene intima incontinencia;DEPEND braga incontinencia talla S/M paquete 10 uds;9.95;0.99;ud
mercadona-es;fitoterapia y parafarmacia fitoterapia;Cápsulas antiox colágeno Deliplus;4.95;35.36;g
carrefour-es;bebidas vinos todos los vinos;Vino D.O. Rioja tinto crianza Bardesano 75 cl.;4.2;4.2;ud
mercadona-es;pizzas y platos preparados pizzas;Pizza atún y bacón Hacendado;2.35;5.34;kg
mercadona-es;zumos melocoton y pina;Néctar de piña La Verja;1.19;0.79;l
mercadona-es;cuidado facial y corporal higiene intima;Pañal adulto braguita talla L Tena pants plus;15.0;1.07;ud
mercadona-es;fruta y verdura fruta;Aguacates;2.14;3.89;kg
carrefour-es;el mercado quesos semicurado;Queso de mezcla semicurado ibérico Calidad y Origen Carrefour cuña 400 g;3.95;9.87;kg
mercadona-es;panaderia y pasteleria bolleria de horno;Pastel de crema 65%;0.34;6.8;kg
carrefour-es;bebidas alcoholes whisky y bourbon;Whisky William Lawson's escocés 70 cl.;8.3;11.86;l
dia-es;charcuteria y quesos quesos curados;DIA SELECCIÓN MUNDIAL escamas de queso parmigianno regianno DOP tarrina 80 gr;1.49;18.63;g
carrefour-es;perfumeria e higiene bano e higiene corporal colonias;Agua de colonia fragancia original Nenuco Classic 750 ml.;3.5;0.47;ml
carrefour-es;el mercado charcuteria mortadela y chopped;Mortadela Di Bologna IGP Ferrarini España 100 g;2.4;24.0;kg
mercadona-es;cuidado facial y corporal afeitado y cuidado para hombre;After shave bálsamo hidratante Nivea Men con aloe vera;4.55;4.55;ml
mercadona-es;cuidado facial y corporal higiene bucal;Enjuague bucal explosion action Deliplus;1.5;0.3;ml
dia-es;charcuteria y quesos cocido fiambres ave;PAVOFRÍO fiambre de pechuga de pavo en lonchas sobre 80 gr;1.0;12.5;g
